sample-id
IowaWound.Human.1104
IowaWound.Human.1185
IowaWound.Human.1248
IowaWound.Human.1022
IowaWound.Human.1147
IowaWound.Human.1262
IowaWound.Human.929
IowaWound.Human.969
IowaWound.Human.1021
IowaWound.Human.1203
IowaWound.Human.995
IowaWound.Human.990
IowaWound.Human.1229
IowaWound.Human.1084
IowaWound.Human.1153
IowaWound.Human.1132
IowaWound.Human.1106
IowaWound.Human.952
IowaWound.Human.1176
IowaWound.Human.967
IowaWound.Human.1141
IowaWound.Human.1036
Nosample1
IowaWound.Human.1189
IowaWound.Human.1130
IowaWound.Human.1302
IowaWound.Human.1184
IowaWound.Human.1040
IowaWound.Human.1056
IowaWound.Human.1202
IowaWound.Human.1035
IowaWound.Human.1171
IowaWound.Human.1042
IowaWound.Human.1091
IowaWound.Human.1273
IowaWound.Human.981
IowaWound.Human.1300
IowaWound.Human.1174
IowaWound.Human.1086
IowaWound.Human.1074
IowaWound.Human.1333
IowaWound.Human.1052
IowaWound.Human.1258
IowaWound.Human.1188
IowaWound.Human.1068
IowaWound.Human.1162
IowaWound.Human.1158
IowaWound.Human.1038
IowaWound.Human.1144
IowaWound.Human.1179
IowaWound.Human.1240
IowaWound.Human.1134
IowaWound.Human.980
IowaWound.Human.510
IowaWound.Human.1149
IowaWound.Human.1275
IowaWound.Human.1312
IowaWound.Human.584
IowaWound.Human.1285
IowaWound.Human.1085
IowaWound.Human.1246
IowaWound.Human.1039
DNAfreewater1
IowaWound.Human.1161
IowaWound.Human.1224
IowaWound.Human.1121
IowaWound.Human.1046
IowaWound.Human.956
IowaWound.Human.1217
IowaWound.Human.1145
IowaWound.Human.417
IowaWound.Human.1195
IowaWound.Human.943
IowaWound.Human.914
IowaWound.Human.1115
IowaWound.Human.1116
IowaWound.Human.888
IowaWound.Human.994
IowaWound.Human.1119
IowaWound.Human.1257
IowaWound.Human.1269
IowaWound.Human.1030
IowaWound.Human.1443
IowaWound.Human.1341
IowaWound.Human.1123
IowaWound.Human.1661
IowaWound.Human.1786
IowaWound.Human.1291
DNAfreewater2
IowaWound.Human.1009
IowaWound.Human.1101
IowaWound.Human.968
IowaWound.Human.1476
IowaWound.Human.1680
IowaWound.Human.1798
IowaWound.Human.1351
IowaWound.Human.1309
IowaWound.Human.1599
IowaWound.Human.966
IowaWound.Human.1697
IowaWound.Human.1513
IowaWound.Human.973
IowaWound.Human.1772
IowaWound.Human.1397
IowaWound.Human.1720
IowaWound.Human.1329
IowaWound.Human.1626
IowaWound.Human.1331
IowaWound.Human.1757
IowaWound.Human.1011
IowaWound.Human.1787
IowaWound.Human.1005
IowaWound.Human.944
IowaWound.Human.1326
Nosample2
IowaWound.Human.1270
Nosample3
IowaWound.Human.1505
IowaWound.Human.1681
IowaWound.Human.926
IowaWound.Human.1768
IowaWound.Human.979
IowaWound.Human.1694
IowaWound.Human.1792
IowaWound.Human.1208
IowaWound.Human.604
IowaWound.Human.1386
IowaWound.Human.1321
IowaWound.Human.1799
IowaWound.Human.1380
IowaWound.Human.859
IowaWound.Human.1199
IowaWound.Human.1538
IowaWound.Human.1669
IowaWound.Human.1216
IowaWound.Human.913
IowaWound.Human.935
IowaWound.Human.1509
IowaWound.Human.1218
IowaWound.Human.1545
IowaWound.Human.1675
IowaWound.Human.1604
IowaWound.Human.1606
IowaWound.Human.1716
IowaWound.Human.1245
IowaWound.Human.1651
IowaWound.Human.1552
IowaWound.Human.1620
IowaWound.Human.1733
IowaWound.Human.1578
IowaWound.Human.1107
IowaWound.Human.1323
IowaWound.Human.1110
IowaWound.Human.1506
IowaWound.Human.1345
IowaWound.Human.1015
IowaWound.Human.1368
IowaWound.Human.1280
DNAfreewater3
IowaWound.Human.1114
IowaWound.Human.1429
IowaWound.Human.1556
IowaWound.Human.1033
IowaWound.Human.1482
IowaWound.Human.962
IowaWound.Human.1420
IowaWound.Human.1688
IowaWound.Human.983
IowaWound.Human.1328
IowaWound.Human.1325
IowaWound.Human.1643
IowaWound.Human.1055
IowaWound.Human.1576
IowaWound.Human.1723
IowaWound.Human.1423
IowaWound.Human.1288
IowaWound.Human.1372
IowaWound.Human.1627
IowaWound.Human.1784
IowaWound.Human.1414
IowaWound.Human.1427
IowaWound.Human.1338
IowaWound.Human.1514
IowaWound.Human.1419
DNAfreewater4
IowaWound.Human.1740
IowaWound.Human.1403
IowaWound.Human.1450
IowaWound.Human.1595
IowaWound.Human.1621
IowaWound.Human.1518
IowaWound.Human.1686
IowaWound.Human.1517
IowaWound.Human.1531
IowaWound.Human.1670
IowaWound.Human.1561
IowaWound.Human.1689
IowaWound.Human.1662
IowaWound.Human.1562
IowaWound.Human.1528
IowaWound.Human.1475
IowaWound.Human.675
IowaWound.Human.1707
IowaWound.Human.1734
IowaWound.Human.1619
IowaWound.Human.1543
DNAfreewater5
IowaWound.Human.1731
DNAfreewater6
IowaWound.Human.1741
IowaWound.Human.1521
IowaWound.Human.1219
IowaWound.Human.1460
IowaWound.Human.1783
IowaWound.Human.1474
IowaWound.Human.1488
IowaWound.Human.1491
IowaWound.Human.1330
IowaWound.Human.1494
IowaWound.Human.1610
IowaWound.Human.1497
IowaWound.Human.1373
IowaWound.Human.1367
IowaWound.Human.1437
IowaWound.Human.1445
IowaWound.Human.1558
IowaWound.Human.1567
IowaWound.Human.1609
IowaWound.Human.1320
IowaWound.Human.1449
IowaWound.Human.1316
IowaWound.Human.1764
Nosample4
Nosample5
DNAfreewater7
DNAfreewater8
DNAfreewater9
DNAfreewater10
